temperature,temp_excursion_magnitude,excursion_duration_min,humidity,delay_minutes,remaining_transit_min,cargo_sensitivity,route_risk,traffic_level,handling_events,refrigeration_condition,distance_km,cargo_type_encoded,spoilage_event
3.41,0.0,0.0,81.5,14.4,18.8,2,0.233,1,0,2,132.5,3,0
-18.05,0.0,0.0,50.9,166.4,228.4,3,0.486,3,0,1,430.8,0,0
7.98,0.0,0.0,71.3,39.1,28.6,3,0.684,2,2,1,281.7,1,1
-0.43,1.46,9.0,30.0,24.2,75.9,3,0.3,3,0,1,508.8,1,1
-2.54,2.12,8.5,48.2,0.3,222.3,2,0.094,1,1,2,187.7,3,1
4.49,0.49,71.0,72.0,3.3,180.5,2,0.219,3,0,1,392.9,3,0
2.65,0.0,0.0,45.3,0.8,145.1,2,0.56,1,0,1,167.4,3,0
5.63,0.0,0.0,71.4,41.3,163.7,2,0.05,1,1,1,58.0,4,0
-0.82,1.09,25.8,78.6,116.3,36.8,2,0.15,3,2,1,428.9,3,1
4.94,0.0,0.0,57.5,140.9,196.9,3,0.453,2,3,1,130.0,1,1
-12.49,2.51,39.0,50.5,6.4,71.3,3,0.561,3,1,2,431.6,0,1
4.56,0.56,13.4,57.9,9.8,230.1,2,0.28,2,1,2,429.9,3,1
5.42,0.0,0.0,50.5,4.3,67.1,2,0.476,1,4,2,417.5,4,1
3.9,0.0,0.0,63.5,158.3,155.7,2,0.368,1,1,2,375.6,4,1
4.01,0.0,0.0,66.5,11.0,137.7,3,0.283,3,1,1,536.7,1,1
-0.32,1.39,9.2,60.4,6.5,47.2,3,0.537,2,2,1,91.6,1,1
-16.86,0.0,0.0,90.1,48.2,96.7,3,0.147,2,2,1,562.5,0,1
-15.39,0.0,0.0,54.2,21.6,190.8,3,0.332,1,2,1,86.3,0,1
1.06,0.56,5.9,85.9,11.4,62.8,3,0.597,1,1,1,322.4,2,1
3.35,0.0,0.0,49.4,44.3,231.6,3,0.452,3,1,1,557.8,2,1
2.11,0.0,0.0,66.1,5.1,81.5,3,0.54,3,1,2,197.9,1,1
2.59,0.0,0.0,82.7,0.6,156.0,3,0.313,1,1,1,510.8,1,0
5.13,0.0,0.0,82.0,1.2,154.2,2,0.725,1,1,1,376.3,4,0
-0.21,1.33,16.1,58.7,35.1,120.9,3,0.615,1,0,3,523.7,2,1
6.54,0.0,0.0,73.3,123.9,162.5,2,0.723,1,0,1,76.7,4,0
6.88,0.0,0.0,71.3,35.4,182.3,2,0.568,3,0,1,355.8,4,1
4.37,0.0,0.0,56.9,156.1,154.3,3,0.14,2,0,1,153.8,1,1
-1.2,1.92,8.2,74.2,49.0,141.0,3,0.498,1,0,1,59.9,1,1
2.51,0.0,0.0,92.9,96.1,151.5,2,0.211,3,0,1,428.9,4,1
5.58,1.58,20.7,72.1,71.6,105.4,2,0.197,3,0,3,462.3,3,1
-1.94,2.37,23.8,73.5,22.3,30.9,3,0.455,1,2,2,455.0,1,1
1.63,0.0,0.0,75.1,130.4,50.9,2,0.305,3,1,2,449.8,3,1
2.05,0.0,0.0,43.1,21.7,151.5,3,0.197,2,2,2,490.0,2,0
7.01,0.0,0.0,71.9,72.1,223.6,2,0.081,1,0,1,308.3,4,0
3.31,0.0,0.0,49.7,7.8,20.8,3,0.275,3,0,3,241.2,1,1
6.01,0.0,0.0,56.2,30.6,137.4,2,0.533,1,0,1,474.0,4,0
6.41,0.0,0.0,97.4,21.7,71.7,2,0.05,3,0,1,416.6,4,0
-12.91,2.09,22.0,61.2,102.2,141.4,3,0.126,2,0,3,160.0,0,1
-18.01,0.0,0.0,53.9,167.6,183.7,3,0.267,3,1,1,289.4,0,1
5.94,0.0,0.0,82.3,23.5,180.5,3,0.429,1,0,1,150.2,2,1
-21.21,0.73,4.7,50.8,67.1,178.1,3,0.352,1,2,2,478.4,0,1
7.98,0.0,0.0,58.3,167.5,190.3,3,0.181,3,1,1,185.9,1,1
3.1,0.0,0.0,83.7,33.1,31.3,3,0.151,3,0,1,392.5,2,1
3.6,0.0,0.0,65.6,10.4,129.7,2,0.28,3,2,1,454.5,4,0
4.94,0.0,0.0,41.6,5.4,73.9,2,0.506,1,1,1,595.4,4,0
-21.41,0.84,13.1,73.2,0.2,222.3,3,0.42,2,0,1,288.2,0,1
5.57,0.0,0.0,59.1,14.8,191.1,2,0.546,1,1,1,529.9,4,0
-15.08,0.0,0.0,88.1,102.2,39.2,3,0.602,1,1,1,415.4,0,1
3.23,0.0,0.0,55.9,5.9,69.7,2,0.647,2,1,1,54.6,3,0
1.03,0.0,0.0,80.8,52.3,117.4,2,0.282,2,3,1,265.2,4,1
4.69,0.0,0.0,91.6,28.8,231.7,2,0.323,2,0,1,266.8,4,0
6.86,0.0,0.0,52.2,40.5,39.7,3,0.437,1,0,1,115.8,1,1
0.31,0.0,0.0,62.1,9.2,142.8,2,0.249,3,2,1,290.4,4,0
-20.19,0.11,5.5,70.8,20.7,91.8,3,0.568,3,1,1,114.1,0,1
7.19,0.0,0.0,52.1,44.9,160.4,3,0.588,1,4,1,509.5,2,1
5.68,0.0,0.0,69.1,21.0,161.0,3,0.57,3,2,2,249.0,2,1
6.03,0.0,0.0,61.6,0.1,69.1,3,0.33,3,1,1,150.7,1,0
-12.85,2.15,16.8,61.3,73.1,191.8,3,0.676,1,1,1,381.0,0,1
3.67,0.0,0.0,65.7,4.6,35.5,2,0.37,2,0,1,521.7,3,1
6.64,0.0,0.0,66.1,31.6,199.1,3,0.081,3,0,1,564.2,1,1
9.28,5.28,36.8,67.5,31.6,62.7,2,0.507,2,0,1,541.9,3,1
4.47,0.0,0.0,56.0,8.8,147.7,3,0.579,1,0,1,535.1,2,1
3.01,0.0,0.0,56.7,105.0,93.1,3,0.135,2,1,1,241.4,1,1
6.07,0.0,0.0,63.2,4.0,152.2,2,0.122,3,1,1,328.0,4,0
-16.4,0.0,0.0,64.3,92.2,75.2,3,0.236,2,3,1,254.2,0,0
1.18,0.0,0.0,58.4,128.5,143.0,2,0.363,1,0,3,557.2,3,1
-0.08,0.65,16.8,69.9,19.6,16.8,2,0.265,1,0,1,101.1,3,1
10.77,2.77,15.9,37.8,33.7,99.3,3,0.256,3,0,1,354.9,1,1
5.82,0.0,0.0,54.0,8.5,200.9,3,0.347,2,1,1,185.8,1,1
-19.33,0.0,0.0,60.8,70.6,119.2,3,0.122,3,0,1,517.7,0,1
7.29,0.0,0.0,52.2,52.6,127.3,2,0.161,2,0,2,236.6,4,1
4.73,0.0,0.0,89.4,12.9,154.9,2,0.059,3,1,1,525.0,4,0
4.37,0.0,0.0,65.3,25.1,112.7,3,0.459,1,0,1,560.4,1,1
-16.09,0.0,0.0,67.7,13.5,210.1,3,0.219,3,1,1,144.6,0,1
-20.73,0.44,19.1,57.8,19.5,105.7,3,0.584,3,0,2,464.8,0,1
-16.62,0.0,0.0,64.8,48.1,227.1,3,0.539,1,0,1,242.5,0,0
9.78,0.0,0.0,46.8,10.9,212.3,2,0.475,1,3,1,271.8,4,1
6.17,0.0,0.0,62.5,121.1,109.7,2,0.459,3,0,1,200.9,4,1
-18.44,0.0,0.0,50.9,9.0,97.3,3,0.18,3,0,1,389.2,0,1
1.23,0.0,0.0,60.8,50.3,167.2,2,0.435,2,3,1,238.7,3,1
-18.53,0.0,0.0,30.0,18.4,184.9,3,0.426,2,0,1,457.3,0,1
4.37,0.0,0.0,48.1,71.5,56.8,3,0.069,3,0,3,478.2,1,1
4.06,0.0,0.0,87.0,55.9,69.2,3,0.28,2,0,1,267.3,2,1
4.79,0.79,19.3,77.5,153.1,47.9,2,0.11,2,1,1,52.6,3,1
0.67,0.0,0.0,84.8,35.6,186.2,2,0.489,2,1,3,86.3,4,1
-15.34,0.0,0.0,85.8,122.3,175.7,3,0.232,1,1,1,200.6,0,1
-18.45,0.0,0.0,75.1,2.5,57.5,3,0.193,3,4,1,574.6,0,1
5.94,0.0,0.0,58.2,130.7,135.8,3,0.612,3,0,1,266.6,1,1
2.18,0.0,0.0,49.4,12.1,187.0,3,0.216,1,0,2,459.3,1,1
8.32,0.0,0.0,82.2,104.2,228.1,2,0.338,1,4,1,564.8,4,1
5.61,1.61,7.6,66.0,121.0,55.2,2,0.431,1,0,1,237.9,3,1
7.4,0.0,0.0,98.0,22.4,83.5,3,0.206,1,4,1,358.7,1,1
1.21,0.0,0.0,59.5,27.0,93.4,2,0.509,3,4,1,518.8,4,0
7.07,0.0,0.0,94.6,19.3,155.6,3,0.367,3,4,2,388.1,2,1
6.01,0.0,0.0,62.6,10.4,45.7,3,0.462,2,0,1,111.7,2,1
0.99,0.61,20.5,85.0,59.3,58.5,3,0.339,1,1,1,473.3,2,1
-17.56,0.0,0.0,90.5,28.4,190.6,3,0.098,1,2,1,547.3,0,1
5.91,0.0,0.0,49.7,29.7,137.0,2,0.426,2,0,1,472.8,4,0
-16.11,0.0,0.0,57.7,9.8,51.1,3,0.302,1,1,2,463.9,0,1
-17.06,0.0,0.0,49.5,143.9,102.4,3,0.293,1,0,1,465.6,0,1
5.73,0.0,0.0,46.6,12.9,45.3,3,0.059,3,0,1,386.9,1,1
8.68,0.68,9.1,75.0,17.7,96.6,3,0.303,2,2,1,186.3,1,1
-14.43,0.57,3.7,62.1,1.7,105.0,3,0.254,3,5,2,551.0,0,1
-24.67,2.8,32.8,65.8,10.6,40.2,3,0.175,1,0,1,120.9,0,1
1.71,0.0,0.0,73.3,6.5,28.5,2,0.253,1,0,1,505.0,3,1
4.59,0.0,0.0,37.1,38.8,213.4,2,0.432,3,1,1,247.7,4,0
-21.88,1.13,3.9,84.3,59.7,214.7,3,0.424,3,0,2,420.6,0,1
5.24,0.0,0.0,59.8,53.4,15.6,3,0.102,2,1,2,492.8,1,1
8.12,0.12,7.2,73.0,47.2,159.3,3,0.298,2,1,1,489.2,2,1
2.28,0.0,0.0,74.3,16.0,36.1,2,0.456,1,0,1,138.6,4,0
3.34,0.0,0.0,85.6,8.2,197.3,2,0.686,2,2,1,386.0,3,0
0.21,0.47,18.5,63.4,6.6,212.9,2,0.222,1,0,1,168.0,3,0
3.32,0.0,0.0,33.1,31.9,153.7,3,0.367,1,0,1,111.7,2,1
8.69,0.69,16.8,65.9,45.1,153.0,3,0.105,2,2,1,332.5,2,1
-18.86,0.0,0.0,68.0,48.3,98.6,3,0.403,1,0,1,593.1,0,1
6.16,0.0,0.0,49.5,6.8,71.1,2,0.517,1,0,1,589.9,4,0
0.32,0.0,0.0,67.2,123.0,127.3,2,0.508,1,1,1,365.4,4,1
-12.84,2.16,9.6,59.6,6.6,45.1,3,0.482,1,0,1,474.7,0,1
4.01,0.01,0.0,44.9,54.2,166.3,2,0.31,3,0,2,187.3,3,1
-17.96,0.0,0.0,75.1,12.5,120.8,3,0.298,3,2,1,173.4,0,1
3.94,0.0,0.0,56.5,17.8,55.0,2,0.371,1,0,2,438.6,3,0
1.48,0.0,0.0,58.9,58.2,147.4,2,0.492,1,0,2,482.3,4,1
-14.54,0.46,25.6,58.1,150.2,193.9,3,0.411,3,0,2,458.0,0,1
4.19,0.0,0.0,83.5,12.1,147.5,3,0.651,1,1,2,107.5,2,1
-18.01,0.0,0.0,64.4,52.3,134.2,3,0.541,2,0,2,245.9,0,1
3.77,0.0,0.0,66.2,5.0,205.7,3,0.426,1,2,1,74.3,2,1
3.55,0.0,0.0,58.4,59.3,17.4,2,0.541,2,0,1,482.4,4,1
-15.76,0.0,0.0,71.9,10.0,153.8,3,0.132,1,2,2,221.5,0,1
5.64,0.0,0.0,85.2,8.3,107.2,3,0.503,2,2,1,286.4,1,0
6.63,0.0,0.0,74.7,69.2,58.6,2,0.386,2,2,1,368.4,4,1
4.98,0.0,0.0,75.3,11.5,235.4,3,0.606,1,1,1,50.3,1,1
-16.22,0.0,0.0,74.1,5.0,105.9,3,0.296,2,0,1,244.8,0,1
3.95,0.0,0.0,44.3,73.0,90.4,3,0.253,2,0,1,450.0,2,0
10.57,2.57,20.8,51.9,156.1,53.0,3,0.577,3,0,1,207.3,2,1
-1.42,1.45,7.8,61.9,135.0,239.5,2,0.134,2,0,1,363.8,3,1
8.15,0.15,3.0,54.1,36.3,207.6,3,0.246,1,0,1,587.4,1,1
8.42,0.0,0.0,49.0,50.3,30.7,2,0.513,2,1,1,115.0,4,1
2.87,0.0,0.0,36.9,76.5,142.3,3,0.305,1,0,2,197.5,2,1
10.57,2.57,17.0,44.8,3.1,48.2,3,0.342,3,4,2,426.2,1,1
7.49,0.0,0.0,61.2,124.0,176.1,2,0.651,3,1,1,379.1,4,1
7.43,0.0,0.0,64.0,3.6,123.9,2,0.38,1,0,1,587.9,4,1
5.07,0.0,0.0,53.1,125.1,39.8,3,0.383,2,0,2,69.0,2,1
-18.04,0.0,0.0,66.2,20.6,140.3,3,0.259,2,1,1,532.9,0,1
4.48,0.0,0.0,58.5,50.8,219.9,3,0.05,1,0,1,318.7,2,0
5.98,0.0,0.0,81.4,36.0,91.8,3,0.05,2,0,1,174.8,2,1
-14.0,1.0,14.3,62.6,5.7,26.4,3,0.501,2,1,2,326.9,0,1
2.95,0.0,0.0,75.4,52.1,227.7,2,0.174,2,1,1,276.7,3,1
2.72,0.0,0.0,68.0,142.6,46.9,2,0.07,2,0,1,148.6,4,0
-15.44,0.0,0.0,44.0,43.0,121.9,3,0.279,2,0,1,170.7,0,1
4.8,0.8,7.5,63.6,42.8,137.6,2,0.492,2,0,3,208.5,3,1
-15.86,0.0,0.0,46.5,1.9,68.3,3,0.269,2,0,2,353.7,0,1
4.36,0.36,25.4,63.4,34.0,54.9,2,0.285,2,0,1,95.7,3,1
4.32,0.0,0.0,53.8,25.0,40.5,3,0.721,2,2,3,98.9,2,1
-19.82,0.0,0.0,70.7,2.9,30.7,3,0.145,2,1,1,232.5,0,0
2.83,0.0,0.0,44.9,110.9,129.3,2,0.095,1,0,2,439.0,4,1
-21.59,0.95,12.8,65.2,15.5,204.5,3,0.411,2,5,2,588.1,0,1
5.59,0.0,0.0,73.6,58.6,43.5,3,0.136,2,1,2,56.6,2,1
-17.71,0.0,0.0,78.6,86.1,172.6,3,0.071,1,0,1,584.8,0,1
3.9,0.0,0.0,53.5,28.4,107.8,2,0.469,1,2,1,427.3,4,0
-4.89,3.53,31.3,65.3,77.9,22.9,2,0.295,2,2,1,545.5,3,1
1.88,0.0,0.0,67.8,36.9,135.6,2,0.481,1,1,1,345.0,4,1
7.8,0.0,0.0,88.2,42.6,71.7,3,0.228,1,0,2,304.6,2,1
3.34,0.0,0.0,42.8,11.7,151.2,3,0.102,1,2,1,481.8,2,1
3.4,0.0,0.0,51.3,12.9,93.6,2,0.133,2,0,1,353.1,3,0
-0.98,1.19,36.0,98.0,20.8,165.0,2,0.555,3,0,1,543.6,3,1
8.6,0.0,0.0,60.9,5.1,221.7,2,0.382,3,2,1,541.2,4,1
-17.86,0.0,0.0,36.6,2.2,70.0,3,0.38,3,2,1,341.8,0,1
3.23,0.0,0.0,56.3,15.4,226.5,2,0.302,3,1,1,365.6,3,0
-11.69,3.31,52.8,30.0,96.6,61.0,3,0.145,1,0,1,301.0,0,1
8.79,0.79,8.8,68.6,11.8,30.9,3,0.339,1,0,1,429.2,1,1
4.23,0.0,0.0,77.1,108.8,58.4,2,0.776,1,2,1,425.3,4,1
3.52,0.0,0.0,51.3,96.2,198.4,3,0.189,1,1,3,407.8,1,0
1.69,0.0,0.0,57.9,148.9,167.5,2,0.642,3,2,1,84.3,3,1
6.27,0.0,0.0,78.9,64.6,233.4,3,0.482,3,0,1,580.0,2,1
4.74,0.0,0.0,38.7,125.9,174.7,3,0.608,2,4,2,234.6,1,1
4.01,0.0,0.0,45.2,3.1,107.8,3,0.733,3,0,1,185.4,1,0
8.67,0.67,4.1,61.6,28.8,215.8,3,0.176,2,0,1,166.1,2,1
2.21,0.0,0.0,53.7,147.7,230.6,2,0.104,2,2,1,88.1,3,1
8.25,4.25,25.9,60.6,35.6,193.1,2,0.465,1,0,1,301.4,3,1
5.23,0.0,0.0,46.0,136.4,140.2,2,0.455,3,1,1,72.9,4,1
9.46,0.0,0.0,68.2,122.9,200.8,2,0.142,2,1,2,138.5,4,1
3.39,0.0,0.0,62.8,3.4,55.3,2,0.551,1,2,1,52.9,3,0
4.91,0.91,27.6,73.2,19.5,217.6,2,0.421,1,0,1,146.1,3,1
3.19,0.0,0.0,68.0,48.8,239.9,3,0.381,3,0,2,597.4,1,1
2.87,0.0,0.0,68.1,7.7,164.7,3,0.115,3,1,1,347.8,2,1
-16.35,0.0,0.0,43.3,15.3,59.1,3,0.603,2,2,1,86.9,0,0
7.47,0.0,0.0,72.4,89.4,47.5,3,0.754,3,3,2,360.3,1,1
5.1,0.0,0.0,60.0,53.5,230.9,2,0.328,1,0,1,380.4,4,1
1.78,0.13,4.9,62.5,14.6,211.1,3,0.357,3,1,1,351.2,2,1
-20.9,0.54,16.1,80.7,64.3,183.5,3,0.288,2,0,1,234.8,0,1
-1.07,1.24,8.6,54.2,1.1,228.6,2,0.451,2,0,2,411.5,3,1
0.58,0.0,0.0,85.3,101.5,128.3,2,0.05,3,0,2,128.4,4,1
5.27,0.0,0.0,86.7,9.1,214.7,2,0.3,3,0,2,170.8,4,1
7.81,0.0,0.0,76.3,161.7,51.6,3,0.516,1,0,1,597.1,1,0
4.97,0.0,0.0,50.3,50.8,56.1,3,0.207,3,0,1,278.6,2,1
-0.65,1.59,11.1,32.2,43.0,130.3,3,0.588,2,0,1,131.3,2,1
4.52,0.0,0.0,81.2,49.2,89.8,3,0.749,1,2,2,169.4,1,1
4.59,0.0,0.0,66.7,5.1,112.3,3,0.586,2,0,1,448.3,1,1
10.24,2.24,18.8,53.8,35.6,194.6,3,0.329,2,2,1,113.9,1,1
1.36,0.0,0.0,82.6,134.2,27.0,2,0.456,2,2,1,244.7,4,1
1.52,0.0,0.0,52.1,150.9,177.2,2,0.227,2,0,1,230.6,3,0
9.26,0.0,0.0,58.6,8.4,34.9,2,0.838,1,1,1,175.4,4,1
6.12,0.0,0.0,72.9,32.2,205.7,2,0.114,1,0,3,312.3,4,1
6.41,0.0,0.0,48.3,64.1,60.4,2,0.733,3,0,1,110.6,4,1
-17.21,0.0,0.0,63.4,133.0,180.4,3,0.571,1,1,1,301.1,0,1
5.82,0.0,0.0,81.3,57.9,148.2,2,0.158,2,1,1,67.9,4,1
-15.56,0.0,0.0,68.2,9.8,101.8,3,0.513,2,0,1,583.7,0,1
2.98,0.0,0.0,83.7,141.6,75.2,3,0.35,1,3,1,382.7,2,0
7.2,0.0,0.0,82.0,20.4,27.9,3,0.29,1,1,1,91.3,2,1
1.57,0.26,2.9,65.1,42.5,94.5,3,0.275,1,0,1,154.9,1,1
-16.68,0.0,0.0,30.0,130.1,60.1,3,0.285,3,0,2,455.0,0,1
-17.05,0.0,0.0,48.4,4.5,45.6,3,0.39,3,3,1,452.4,0,1
3.46,0.0,0.0,76.5,137.0,181.2,2,0.683,1,5,1,250.7,4,1
4.94,0.0,0.0,41.7,10.8,62.8,3,0.06,1,1,1,131.6,1,0
3.44,0.0,0.0,60.1,155.9,65.2,3,0.123,2,2,1,344.8,1,1
2.32,0.0,0.0,70.1,143.2,91.6,2,0.092,2,1,1,202.0,4,0
-18.38,0.0,0.0,87.0,177.4,119.1,3,0.564,2,0,1,103.2,0,1
2.24,0.0,0.0,56.4,89.2,130.6,2,0.364,2,3,1,240.3,4,1
5.81,0.0,0.0,55.3,100.0,164.5,2,0.154,2,1,1,463.1,4,1
2.12,0.0,0.0,64.2,6.6,147.4,3,0.304,1,1,3,244.8,2,1
-15.72,0.0,0.0,70.3,67.5,123.4,3,0.423,3,1,3,72.4,0,1
-20.45,0.27,2.7,62.7,136.0,103.6,3,0.15,2,1,2,116.2,0,1
3.58,0.0,0.0,80.7,23.8,74.8,3,0.351,1,0,1,378.0,1,1
3.44,0.0,0.0,53.0,39.8,174.7,3,0.4,3,1,1,337.2,2,1
-14.19,0.81,10.3,66.8,3.2,86.4,3,0.05,1,0,1,421.2,0,1
5.83,0.0,0.0,71.7,37.1,206.2,3,0.488,1,0,1,364.5,2,1
-18.03,0.0,0.0,59.0,61.9,146.9,3,0.62,1,0,1,323.5,0,0
6.25,0.0,0.0,77.6,39.2,157.6,3,0.45,2,0,3,311.3,2,1
-22.77,1.66,12.5,67.2,17.9,129.5,3,0.249,2,3,2,578.8,0,1
2.39,0.0,0.0,76.8,23.0,223.9,2,0.324,2,0,1,524.3,3,1
-12.51,2.49,88.2,67.9,6.8,109.9,3,0.196,1,0,1,260.6,0,1
-17.17,0.0,0.0,70.6,63.4,111.1,3,0.437,1,2,2,409.4,0,1
-17.33,0.0,0.0,55.5,14.4,215.9,3,0.557,1,2,2,61.2,0,1
6.37,0.0,0.0,55.5,12.7,151.1,2,0.204,2,1,1,61.5,4,1
-15.26,0.0,0.0,83.4,12.6,116.1,3,0.363,1,4,1,225.2,0,1
0.01,1.2,30.0,74.5,173.6,74.0,3,0.306,2,1,1,465.1,2,1
0.79,0.72,25.6,49.7,96.2,70.1,3,0.463,2,1,1,559.0,2,1
5.53,0.0,0.0,67.7,8.9,195.3,3,0.492,2,0,1,425.6,2,1
0.71,0.17,4.9,30.0,9.8,77.9,2,0.34,2,0,1,438.5,3,1
8.28,0.0,0.0,56.4,15.2,16.3,2,0.153,2,0,1,67.7,4,1
4.21,0.0,0.0,79.4,11.2,19.4,3,0.213,1,2,1,561.6,1,1
0.16,0.0,0.0,63.1,112.6,235.1,2,0.325,2,1,2,97.7,4,0
1.83,0.1,20.6,66.8,3.9,141.0,3,0.451,1,2,1,570.8,1,1
-1.87,1.12,6.6,30.0,23.6,125.0,2,0.645,2,1,1,127.9,4,1
4.41,0.0,0.0,59.1,29.9,221.5,3,0.741,2,1,1,68.4,2,1
2.03,0.0,0.0,70.1,22.2,94.1,2,0.125,2,0,2,360.0,3,1
3.94,0.0,0.0,72.0,30.6,193.9,2,0.589,3,0,1,112.5,4,0
5.2,1.2,15.1,79.4,12.3,177.4,2,0.339,1,1,1,65.8,3,1
8.0,0.0,0.0,61.8,12.2,122.3,2,0.789,1,0,1,417.3,4,0
4.57,0.0,0.0,62.5,5.8,189.3,3,0.28,3,3,1,456.0,2,0
-22.84,1.7,14.8,45.0,11.7,232.3,3,0.458,1,0,3,211.1,0,1
6.54,0.0,0.0,61.9,96.4,60.1,3,0.469,2,0,1,343.4,2,0
-16.11,0.0,0.0,46.1,7.5,18.9,3,0.368,1,1,1,372.3,0,1
5.77,0.0,0.0,37.3,20.5,199.8,2,0.508,2,0,1,138.5,4,0
7.45,0.0,0.0,48.7,6.4,105.8,3,0.057,2,1,1,292.0,1,0
2.09,0.0,0.0,87.6,132.3,137.5,3,0.194,3,0,2,400.3,1,1
10.02,2.02,27.3,60.9,177.1,65.1,3,0.275,2,0,1,537.1,1,1
0.1,0.54,2.3,68.3,97.0,204.4,2,0.224,2,1,2,280.4,3,1
6.87,0.0,0.0,57.3,22.2,177.3,3,0.168,3,0,1,434.6,2,1
0.78,0.0,0.0,38.1,177.2,229.5,2,0.14,3,1,1,325.9,4,1
2.67,0.0,0.0,79.0,42.0,121.9,3,0.542,1,0,3,438.9,2,1
8.79,0.79,4.7,32.4,111.7,234.7,3,0.4,2,1,1,483.9,1,1
-18.15,0.0,0.0,56.7,145.5,129.9,3,0.068,1,0,2,341.8,0,1
-15.4,0.0,0.0,64.2,12.6,154.8,3,0.344,1,0,1,83.6,0,0
5.59,0.0,0.0,68.5,21.9,166.7,3,0.234,3,1,1,531.5,1,1
4.74,0.0,0.0,54.1,4.6,125.2,2,0.399,3,1,3,380.5,4,1
8.41,0.41,4.0,37.4,10.8,141.6,3,0.797,3,3,1,380.4,2,1
4.41,0.0,0.0,53.0,118.0,65.2,2,0.148,2,2,1,330.2,4,0
-21.95,1.17,43.7,53.8,14.8,96.5,3,0.231,1,1,1,145.7,0,1
-19.51,0.0,0.0,53.4,163.3,172.9,3,0.21,1,0,1,317.4,0,1
6.38,0.0,0.0,79.6,62.1,23.8,2,0.22,1,2,1,345.3,4,1
-16.51,0.0,0.0,46.8,45.7,172.6,3,0.093,1,1,1,261.1,0,1
-21.42,0.85,9.0,69.5,48.6,83.3,3,0.373,2,2,3,132.0,0,1
3.19,0.0,0.0,67.4,53.2,76.2,3,0.206,2,1,1,469.2,2,1
3.55,0.0,0.0,79.4,88.0,171.0,2,0.307,1,0,1,301.1,4,1
1.59,0.0,0.0,63.0,6.8,63.4,2,0.208,1,2,1,435.4,3,1
-20.94,0.56,7.7,76.9,10.4,231.4,3,0.786,1,2,1,75.8,0,1
3.43,0.0,0.0,62.4,15.8,237.9,2,0.423,3,0,1,327.4,4,1
3.18,0.0,0.0,71.5,179.1,118.1,2,0.402,1,1,1,90.6,4,1
6.93,0.0,0.0,42.5,12.9,105.3,2,0.483,1,1,1,453.4,4,0
7.02,0.0,0.0,30.0,34.0,32.8,2,0.354,2,1,2,369.5,4,1
4.64,0.0,0.0,70.7,80.5,190.1,3,0.827,1,3,3,298.3,1,1
4.02,0.0,0.0,71.5,1.8,51.6,2,0.404,1,0,2,585.1,4,0
5.35,0.0,0.0,72.1,12.5,224.9,3,0.205,3,0,1,229.3,1,1
2.96,0.0,0.0,57.1,51.4,237.9,2,0.262,1,0,2,282.6,4,1
2.13,0.0,0.0,87.3,12.3,42.5,3,0.625,1,3,1,455.6,2,0
0.15,0.51,8.1,58.1,12.1,168.7,2,0.159,1,0,1,338.8,3,0
0.91,0.05,0.0,71.3,57.5,119.8,2,0.05,1,1,1,412.2,3,0
-0.41,0.85,7.1,73.9,43.5,136.8,2,0.208,3,2,1,587.0,3,1
2.91,0.0,0.0,90.8,39.5,55.4,2,0.595,2,2,1,432.6,3,0
4.32,0.32,18.4,60.2,41.9,177.8,2,0.495,2,0,1,132.9,3,1
-1.47,1.48,14.2,55.2,43.3,52.5,2,0.486,2,0,1,165.1,3,1
-17.44,0.0,0.0,42.5,47.1,214.2,3,0.107,1,5,3,528.4,0,1
4.45,0.0,0.0,88.3,69.3,117.1,2,0.097,2,1,1,76.4,4,1
5.85,0.0,0.0,71.3,81.6,157.8,3,0.165,1,0,1,330.0,2,1
4.97,0.0,0.0,71.8,53.7,222.4,3,0.444,3,0,1,548.3,1,1
1.37,0.38,7.7,98.0,143.3,181.0,3,0.418,2,2,1,476.9,2,0
1.84,0.0,0.0,69.9,121.7,136.7,2,0.064,1,3,3,113.6,4,1
5.07,0.0,0.0,45.5,11.4,105.6,2,0.391,3,1,1,457.3,4,0
7.57,0.0,0.0,62.1,66.1,119.0,2,0.556,1,0,1,260.1,4,1
-0.54,1.52,33.3,50.4,154.3,91.9,3,0.777,1,1,1,545.7,2,1
3.36,0.0,0.0,59.1,55.1,227.9,2,0.266,1,0,1,365.0,3,1
7.97,0.0,0.0,59.0,8.5,71.9,3,0.124,1,3,1,351.8,1,0
2.12,0.0,0.0,56.2,27.9,107.1,2,0.245,1,0,3,54.8,3,1
3.88,0.0,0.0,44.1,54.0,190.1,2,0.309,3,0,2,187.3,3,0
3.24,0.0,0.0,88.9,93.2,97.0,3,0.767,1,0,1,277.0,1,1
4.7,0.0,0.0,69.5,34.2,214.5,3,0.133,1,0,1,448.2,1,1
-21.55,0.93,12.8,61.6,4.5,69.7,3,0.636,1,0,2,336.0,0,1
-23.36,2.02,37.3,76.4,8.7,22.1,3,0.281,1,1,1,518.9,0,1
7.36,0.0,0.0,72.1,95.8,156.5,3,0.395,1,0,2,68.9,2,1
2.54,0.0,0.0,69.1,7.1,129.4,3,0.316,1,1,1,227.6,2,1
-18.64,0.0,0.0,75.3,106.3,224.9,3,0.95,1,0,2,378.7,0,1
1.53,0.28,3.7,67.0,2.2,110.2,3,0.34,1,0,1,412.3,2,0
